t,angle,iteration,phase angle
8.80877,36,918,7634.05691
8.82126,42,919,7644.76284
8.82957,48,920,7651.88583
8.84103,53,921,7661.70889
8.84997,58,922,7669.3719
8.86183,64,923,7679.53782
8.87038,70,924,7686.86653
8.88271,75,925,7697.43532
8.8909,80,926,7704.45546
8.90282,86,927,7714.6728
8.91081,91,928,7721.52151
8.92331,91,929,7732.23601
8.93171,91,930,7739.43616
8.94415,91,931,7750.09923
8.9524,91,932,7757.1708
8.96467,91,934,7767.68815
8.97287,91,935,7774.71686
8.98513,91,936,7785.22564
8.99306,85,937,7792.02292
9.00559,79,938,7802.76314
9.0138,73,939,7809.80042
9.02603,68,940,7820.28349
9.03432,62,941,7827.38934
9.04613,56,942,7837.5124
9.05411,51,943,7844.35254
9.06679,45,944,7855.22133
9.07428,39,945,7861.64146
9.08745,34,946,7872.93026
9.09574,28,947,7880.03611
9.10749,23,948,7890.10774
9.11597,17,949,7897.37646
9.12844,11,950,7908.06524
9.13635,5,951,7914.84538
9.14892,0,952,7925.61988
9.15715,0,953,7932.67431
9.16939,5,954,7943.16595
9.17757,10,955,7950.17751
9.18969,16,956,7960.56629
9.1981,21,957,7967.77501
9.21026,27,958,7978.19808
9.22267,32,959,7988.83543
9.23016,38,960,7995.25556
9.243,43,961,8006.26149
9.25146,49,962,8013.51307
9.26368,54,963,8023.98756
9.27175,60,964,8030.90484
9.28408,65,965,8041.47363
9.29183,71,966,8048.11662
9.30461,76,967,8059.07112
9.31278,82,968,8066.07412
9.32414,87,969,8075.81146
9.33326,91,970,8083.62876
9.34512,91,971,8093.79467
9.35376,91,972,8101.20054
9.36585,91,973,8111.5636
9.37382,91,974,8118.39516
9.38579,91,976,8128.65537
9.39377,91,977,8135.49551
9.40674,91,978,8146.61287
9.41471,85,979,8153.44444
9.42668,80,980,8163.70464
9.43466,74,981,8170.54478
9.44763,68,982,8181.66214
9.4556,63,983,8188.49371
9.46827,57,984,8199.35393
9.4762,52,985,8206.15121
9.48848,46,986,8216.67713
9.49685,40,987,8223.85156
9.50886,34,989,8234.14605
9.51733,29,990,8241.4062
9.52952,23,991,8251.85498
9.53783,17,992,8258.97798
9.55012,12,993,8269.51247
9.55781,6,994,8276.10403
9.5706,0,995,8287.06711
9.57886,0,996,8294.14725
